Teste Grafo Eulerianoamostra: 10
n; tempo
0;0
100;0.0015
200;0.0034
300;0.0092
400;0.0173
500;0.0252
600;0.0407
700;0.0607
800;0.0721
900;0.0917
1000;0.1072
1100;0.1287
1200;0.152
1300;0.1814
1400;0.2097
1500;0.2362
1600;0.2745
1700;0.3084
1800;0.3434
1900;0.3858
2000;0.4339
2100;0.4718
2200;0.5385
2300;0.5633
2400;0.6145
2500;0.6694
2600;0.7261
2700;0.7827
2800;0.8404
2900;0.9113
